Login_ID,User_ID,Timestamp,Location,IP_Address,Login_Status,Access_Duration,Access_Duration_Minutes
LID032018,UID02327,21-05-2025 05:13,Mangaluru,49.154.214.93,Success,2895,48:15:00
LID032019,UID00587,22-05-2025 19:53,Hubballi,191.215.78.216,Failed,0,00:00
LID032020,UID00265,26-05-2025 07:44,Mysuru,57.83.38.43,Success,109,01:49
LID032021,UID00917,22-05-2025 09:22,Bengaluru,189.11.189.169,Failed,0,00:00
LID032022,UID00931,14-05-2025 08:21,Shivamogga,68.225.117.49,Success,1874,31:14:00
LID032023,UID00593,27-05-2025 08:49,Mysuru,135.99.4.134,Failed,0,00:00
LID032024,UID03412,08-05-2025 04:48,Ballari,51.107.32.166,Success,3873,64:33:00
LID032025,UID00513,16-05-2025 20:16,Mysuru,110.164.16.179,Success,1886,31:26:00
LID032026,UID01843,31-05-2025 02:24,Mangaluru,60.88.124.196,Success,2133,35:33:00
LID032027,UID01246,24-05-2025 08:30,Davanagere,64.124.167.85,Success,1893,31:33:00
LID032028,UID04688,17-05-2025 19:53,Shivamogga,76.3.226.84,Success,6822,113:42:00
LID032029,UID03078,30-05-2025 21:31,Hubballi,99.41.99.55,Success,3275,54:35:00
LID032030,UID03363,23-05-2025 01:22,Mangaluru,40.135.3.65,Failed,0,00:00
LID032031,UID01185,22-05-2025 07:44,Kalaburagi,218.204.163.91,Success,1050,17:30
LID032032,UID04734,19-05-2025 07:46,Shivamogga,5.151.158.240,Success,2780,46:20:00
LID032033,UID01940,26-05-2025 06:36,Tumakuru,209.119.113.101,Success,4203,70:03:00
LID032034,UID00491,13-05-2025 08:54,Shivamogga,53.7.208.111,Success,2894,48:14:00
LID032035,UID04677,30-05-2025 12:18,Mysuru,124.213.85.38,Success,3470,57:50:00
LID032036,UID03395,27-05-2025 13:33,Mysuru,31.93.227.45,Success,7100,118:20:00
LID032037,UID01041,14-05-2025 18:22,Davanagere,61.206.184.85,Success,3051,50:51:00
LID032038,UID00477,18-05-2025 08:10,Mangaluru,95.199.181.140,Success,318,05:18
LID032039,UID03392,07-05-2025 08:33,Mangaluru,205.27.30.219,Success,4136,68:56:00
LID032040,UID04983,30-05-2025 22:12,Davanagere,71.177.103.225,Failed,0,00:00
LID032041,UID02171,15-05-2025 07:53,Bengaluru,174.197.155.105,Success,2204,36:44:00
LID032042,UID01236,27-05-2025 18:02,Kalaburagi,15.226.153.211,Success,885,14:45
LID032043,UID02510,04-05-2025 15:22,Tumakuru,163.75.135.218,Success,3359,55:59:00
LID032044,UID01703,10-05-2025 04:27,Belagavi,172.73.253.171,Success,2574,42:54:00
LID032045,UID01886,29-05-2025 14:43,Kalaburagi,80.251.94.79,Success,2327,38:47:00
LID032046,UID04650,23-05-2025 17:41,Kalaburagi,8.254.218.90,Success,1038,17:18
LID032047,UID03053,05-05-2025 19:42,Mangaluru,166.233.236.178,Success,5351,89:11:00
LID032048,UID02794,19-05-2025 02:53,Shivamogga,22.75.102.84,Failed,0,00:00
LID032049,UID04197,12-05-2025 20:03,Belagavi,187.222.204.47,Success,5408,90:08:00
LID032050,UID00023,31-05-2025 18:48,Ballari,12.3.226.103,Success,911,15:11
LID032051,UID03797,05-05-2025 09:09,Shivamogga,191.113.90.59,Success,1689,28:09:00
LID032052,UID03549,08-05-2025 12:53,Shivamogga,190.206.188.138,Failed,0,00:00
LID032053,UID00532,19-05-2025 05:28,Kalaburagi,146.233.196.189,Failed,0,00:00
LID032054,UID04815,24-05-2025 23:39,Belagavi,189.166.81.207,Success,4499,74:59:00
LID032055,UID02172,01-06-2025 07:33,Mysuru,117.70.171.152,Failed,0,00:00
LID032056,UID02624,04-05-2025 02:25,Davanagere,104.32.109.216,Success,6545,109:05:00
LID032057,UID01715,19-05-2025 00:07,Bengaluru,98.185.50.107,Failed,0,00:00
LID032058,UID04670,22-05-2025 15:13,Davanagere,164.111.217.142,Success,1560,26:00:00
LID032059,UID03587,10-05-2025 22:09,Shivamogga,42.65.234.56,Success,7185,119:45:00
LID032060,UID00271,17-05-2025 15:38,Kalaburagi,165.107.162.116,Success,2450,40:50:00
LID032061,UID03011,29-05-2025 19:47,Kalaburagi,22.2.254.254,Success,3354,55:54:00
LID032062,UID00255,16-05-2025 20:14,Tumakuru,18.98.70.12,Failed,0,00:00
LID032063,UID03797,18-05-2025 13:34,Tumakuru,32.19.15.235,Success,5005,83:25:00
LID032064,UID01713,08-05-2025 13:03,Davanagere,199.1.77.218,Failed,0,00:00
LID032065,UID01297,07-05-2025 18:52,Davanagere,51.111.195.130,Success,782,13:02
LID032066,UID02870,09-05-2025 05:08,Tumakuru,10.198.14.56,Success,2857,47:37:00
LID032067,UID02903,17-05-2025 00:34,Belagavi,32.13.231.130,Success,3981,66:21:00
LID032068,UID02811,22-05-2025 21:49,Davanagere,31.88.218.126,Success,3612,60:12:00
LID032069,UID00401,10-05-2025 17:31,Mysuru,107.58.44.19,Success,4019,66:59:00
LID032070,UID04316,14-05-2025 14:57,Davanagere,153.87.57.125,Failed,0,00:00
LID032071,UID00264,30-05-2025 18:51,Tumakuru,51.130.111.108,Failed,0,00:00
LID032072,UID04921,10-05-2025 23:53,Bengaluru,105.129.87.79,Success,2517,41:57:00
LID032073,UID01645,04-05-2025 06:23,Hubballi,162.200.204.147,Success,3139,52:19:00
LID032074,UID00596,18-05-2025 13:11,Tumakuru,78.14.168.50,Success,3683,61:23:00
LID032075,UID04442,13-05-2025 23:53,Ballari,16.142.220.226,Failed,0,00:00
LID032076,UID01419,24-05-2025 16:20,Mysuru,131.203.3.204,Success,3982,66:22:00
LID032077,UID03942,04-05-2025 23:28,Tumakuru,101.80.141.27,Success,1951,32:31:00
LID032078,UID01818,12-05-2025 00:32,Shivamogga,124.169.146.132,Success,3537,58:57:00
LID032079,UID00722,25-05-2025 17:42,Mysuru,1.109.53.231,Success,4816,80:16:00
LID032080,UID03425,08-05-2025 00:10,Mysuru,47.28.108.94,Success,5953,99:13:00
LID032081,UID03622,10-05-2025 04:30,Shivamogga,210.184.83.245,Success,5662,94:22:00
LID032082,UID00863,27-05-2025 16:42,Kalaburagi,69.174.171.122,Success,6490,108:10:00
LID032083,UID03860,16-05-2025 15:47,Mysuru,206.121.218.123,Success,4260,71:00:00
LID032084,UID03764,06-05-2025 10:00,Mysuru,192.209.163.112,Success,1172,19:32
LID032085,UID00374,14-05-2025 17:00,Mysuru,41.228.91.173,Success,6912,115:12:00
LID032086,UID04207,27-05-2025 15:39,Hubballi,76.171.32.183,Success,4499,74:59:00
LID032087,UID04014,06-05-2025 20:58,Kalaburagi,80.127.111.150,Success,4849,80:49:00
LID032088,UID03076,13-05-2025 08:03,Mysuru,8.224.239.166,Success,4631,77:11:00
LID032089,UID00392,07-05-2025 04:15,Mangaluru,22.147.189.180,Failed,0,00:00
LID032090,UID04906,08-05-2025 15:15,Hubballi,41.140.57.172,Success,3492,58:12:00
LID032091,UID03868,25-05-2025 21:00,Belagavi,4.165.232.207,Success,4357,72:37:00
LID032092,UID02677,01-06-2025 18:02,Mysuru,107.10.76.63,Success,2883,48:03:00
LID032093,UID00719,13-05-2025 15:50,Hubballi,30.73.136.72,Success,1825,30:25:00
LID032094,UID03450,17-05-2025 21:29,Mangaluru,46.171.32.108,Failed,0,00:00
LID032095,UID04027,20-05-2025 06:39,Tumakuru,59.130.31.211,Success,5017,83:37:00
LID032096,UID01662,10-05-2025 11:06,Mysuru,185.133.7.51,Failed,0,00:00
LID032097,UID03922,09-05-2025 18:11,Hubballi,172.72.137.233,Success,2817,46:57:00
LID032098,UID02841,16-05-2025 07:08,Shivamogga,159.102.121.162,Success,4681,78:01:00
LID032099,UID01707,23-05-2025 07:32,Belagavi,102.8.41.94,Success,4692,78:12:00
LID032100,UID02177,07-05-2025 15:24,Belagavi,162.179.149.161,Failed,0,00:00
LID032101,UID01592,04-05-2025 12:00,Hubballi,49.215.116.253,Success,3725,62:05:00
LID032102,UID00331,16-05-2025 04:05,Mangaluru,216.232.78.227,Success,5739,95:39:00
LID032103,UID01656,09-05-2025 16:44,Ballari,31.212.158.67,Success,516,08:36
LID032104,UID01836,30-05-2025 00:12,Kalaburagi,3.198.73.161,Failed,0,00:00
LID032105,UID01760,06-05-2025 18:46,Mysuru,72.40.189.199,Success,4055,67:35:00
LID032106,UID01414,25-05-2025 04:51,Tumakuru,191.94.244.6,Success,969,16:09
LID032107,UID00266,29-05-2025 05:28,Hubballi,184.105.49.8,Success,1944,32:24:00
LID032108,UID04210,19-05-2025 07:09,Tumakuru,175.51.107.6,Success,195,03:15
LID032109,UID01952,26-05-2025 21:02,Ballari,199.188.35.89,Failed,0,00:00
LID032110,UID00543,04-05-2025 05:28,Bengaluru,39.96.90.212,Failed,0,00:00
LID032111,UID00406,28-05-2025 17:16,Mysuru,92.79.244.165,Success,3488,58:08:00
LID032112,UID01182,05-05-2025 15:43,Mangaluru,69.26.15.148,Success,112,01:52
LID032113,UID04536,21-05-2025 08:29,Mysuru,204.71.12.146,Success,2783,46:23:00
LID032114,UID04830,23-05-2025 22:58,Davanagere,111.49.102.81,Success,4244,70:44:00
LID032115,UID03583,11-05-2025 13:58,Ballari,207.202.188.57,Success,3318,55:18:00
LID032116,UID03993,17-05-2025 21:30,Belagavi,94.207.117.139,Success,2742,45:42:00
LID032117,UID00908,28-05-2025 18:51,Hubballi,106.249.66.223,Success,4985,83:05:00
LID032118,UID04592,11-05-2025 11:23,Kalaburagi,97.115.60.6,Success,4390,73:10:00
LID032119,UID01127,14-05-2025 10:55,Ballari,107.73.51.175,Success,5196,86:36:00
LID032120,UID01812,05-05-2025 00:36,Mangaluru,157.122.190.211,Success,3659,60:59:00
LID032121,UID03449,06-05-2025 00:45,Davanagere,139.170.168.89,Success,1361,22:41
LID032122,UID03326,22-05-2025 01:21,Davanagere,5.18.126.32,Success,3303,55:03:00
LID032123,UID01409,08-05-2025 05:50,Mysuru,116.72.24.50,Success,6000,100:00:00
LID032124,UID02302,09-05-2025 12:46,Shivamogga,175.157.217.167,Failed,0,00:00
LID032125,UID00524,15-05-2025 13:40,Bengaluru,205.202.75.230,Success,6447,107:27:00
LID032126,UID02800,23-05-2025 11:12,Bengaluru,180.190.220.221,Success,5786,96:26:00
LID032127,UID04404,09-05-2025 21:47,Mangaluru,97.126.84.44,Success,3762,62:42:00
LID032128,UID01380,26-05-2025 18:31,Shivamogga,88.177.105.13,Success,3787,63:07:00
LID032129,UID03871,23-05-2025 23:03,Belagavi,81.163.152.111,Success,2640,44:00:00
LID032130,UID04135,12-05-2025 10:33,Tumakuru,191.107.235.248,Success,6164,102:44:00
LID032131,UID00023,11-05-2025 11:48,Hubballi,212.88.120.20,Success,6057,100:57:00
LID032132,UID01684,12-05-2025 04:31,Kalaburagi,22.14.109.169,Success,6166,102:46:00
LID032133,UID02065,17-05-2025 15:32,Davanagere,181.8.198.50,Success,6270,104:30:00
LID032134,UID03057,05-05-2025 05:14,Mangaluru,20.230.176.162,Success,3490,58:10:00
LID032135,UID04850,11-05-2025 10:53,Tumakuru,26.243.102.224,Success,6033,100:33:00
LID032136,UID00764,29-05-2025 00:04,Ballari,15.56.146.3,Success,3035,50:35:00
LID032137,UID00034,09-05-2025 04:59,Hubballi,126.203.173.102,Success,7053,117:33:00
LID032138,UID02766,19-05-2025 16:08,Ballari,115.44.150.146,Success,4042,67:22:00
LID032139,UID03760,16-05-2025 01:06,Mangaluru,31.6.102.81,Success,3100,51:40:00
LID032140,UID00795,05-05-2025 21:40,Shivamogga,103.45.194.183,Success,6680,111:20:00
LID032141,UID03124,05-05-2025 16:15,Mangaluru,122.80.202.237,Failed,0,00:00
LID032142,UID00512,24-05-2025 04:06,Kalaburagi,221.218.34.66,Success,6914,115:14:00
LID032143,UID00914,19-05-2025 21:11,Kalaburagi,147.249.220.116,Success,4122,68:42:00
LID032144,UID00288,29-05-2025 13:57,Hubballi,152.241.220.94,Success,6366,106:06:00
LID032145,UID01202,26-05-2025 13:04,Hubballi,131.249.61.19,Success,481,08:01
LID032146,UID01905,29-05-2025 17:55,Tumakuru,146.214.241.169,Success,6204,103:24:00
LID032147,UID00632,20-05-2025 17:46,Mysuru,41.187.143.192,Failed,0,00:00
LID032148,UID03138,09-05-2025 04:13,Belagavi,223.46.194.231,Failed,0,00:00
LID032149,UID00896,19-05-2025 13:03,Ballari,18.12.249.126,Success,3027,50:27:00
LID032150,UID04367,30-05-2025 07:21,Mangaluru,7.100.126.235,Success,2861,47:41:00
LID032151,UID01177,23-05-2025 23:39,Mangaluru,158.101.127.208,Failed,0,00:00
LID032152,UID04954,06-05-2025 07:49,Tumakuru,78.86.50.89,Failed,0,00:00
LID032153,UID00931,23-05-2025 16:58,Davanagere,117.143.18.174,Success,6517,108:37:00
LID032154,UID00422,14-05-2025 04:29,Bengaluru,80.129.161.241,Success,6698,111:38:00
LID032155,UID02952,24-05-2025 06:44,Mangaluru,42.7.237.16,Failed,0,00:00
LID032156,UID02188,10-05-2025 23:46,Hubballi,198.242.4.114,Success,3570,59:30:00
LID032157,UID02225,28-05-2025 10:23,Davanagere,104.92.198.110,Success,4138,68:58:00
LID032158,UID03326,25-05-2025 17:07,Davanagere,202.118.62.208,Success,1060,17:40
LID032159,UID02931,20-05-2025 12:59,Shivamogga,171.21.184.144,Success,3655,60:55:00
LID032160,UID04766,28-05-2025 01:52,Tumakuru,111.252.102.102,Success,6263,104:23:00
LID032161,UID01932,06-05-2025 21:25,Davanagere,188.44.148.234,Success,6963,116:03:00
LID032162,UID02910,30-05-2025 05:51,Mangaluru,170.64.208.76,Success,2818,46:58:00
LID032163,UID00048,14-05-2025 11:52,Tumakuru,117.172.135.173,Success,3351,55:51:00
LID032164,UID02851,07-05-2025 22:31,Shivamogga,195.187.218.241,Success,2599,43:19:00
LID032165,UID00929,12-05-2025 22:06,Davanagere,164.56.161.99,Success,1040,17:20
LID032166,UID02372,31-05-2025 08:56,Ballari,3.36.134.207,Success,1806,30:06:00
LID032167,UID01354,09-05-2025 05:28,Hubballi,98.246.238.142,Success,6795,113:15:00
LID032168,UID03687,26-05-2025 16:11,Ballari,170.51.176.131,Success,4717,78:37:00
LID032169,UID01918,30-05-2025 14:33,Tumakuru,192.255.69.94,Success,4236,70:36:00
LID032170,UID00466,26-05-2025 06:50,Shivamogga,45.244.232.5,Success,553,09:13
LID032171,UID01760,17-05-2025 10:58,Mangaluru,101.242.94.75,Success,2701,45:01:00
LID032172,UID00616,17-05-2025 01:55,Ballari,216.235.247.189,Failed,0,00:00
LID032173,UID01000,18-05-2025 18:25,Kalaburagi,46.78.254.201,Success,1793,29:53:00
LID032174,UID00543,04-05-2025 14:26,Shivamogga,137.44.189.167,Success,4952,82:32:00
LID032175,UID01587,26-05-2025 08:37,Ballari,47.100.216.147,Success,4359,72:39:00
LID032176,UID02930,30-05-2025 01:57,Bengaluru,67.247.125.242,Success,436,07:16
LID032177,UID00250,21-05-2025 10:29,Davanagere,48.130.114.230,Success,5807,96:47:00
LID032178,UID02112,25-05-2025 06:40,Mysuru,124.243.22.222,Success,1518,25:18:00
LID032179,UID01181,29-05-2025 07:41,Mysuru,212.232.128.130,Success,3459,57:39:00
LID032180,UID01593,30-05-2025 08:59,Davanagere,180.103.19.58,Success,5513,91:53:00
LID032181,UID00086,19-05-2025 11:37,Mangaluru,158.56.189.64,Failed,0,00:00
LID032182,UID01338,29-05-2025 11:21,Kalaburagi,54.129.194.181,Failed,0,00:00
LID032183,UID02608,20-05-2025 03:19,Davanagere,51.214.226.95,Failed,0,00:00
LID032184,UID01869,08-05-2025 14:32,Ballari,191.142.105.221,Success,4534,75:34:00
LID032185,UID03000,01-06-2025 11:30,Davanagere,160.115.246.50,Success,3534,58:54:00
LID032186,UID03772,16-05-2025 21:30,Davanagere,8.213.211.217,Success,6313,105:13:00
LID032187,UID03951,21-05-2025 18:41,Mangaluru,89.154.205.120,Failed,0,00:00
LID032188,UID03685,26-05-2025 00:56,Tumakuru,162.221.238.176,Success,6897,114:57:00
LID032189,UID01280,16-05-2025 21:48,Kalaburagi,142.129.128.177,Success,3794,63:14:00
LID032190,UID02715,01-06-2025 21:39,Hubballi,69.144.60.3,Failed,0,00:00
LID032191,UID04370,30-05-2025 06:10,Mysuru,85.22.39.155,Success,7045,117:25:00
LID032192,UID04935,01-06-2025 11:42,Hubballi,89.127.64.226,Success,1712,28:32:00
LID032193,UID02193,29-05-2025 18:40,Bengaluru,217.122.181.219,Failed,0,00:00
LID032194,UID01619,05-05-2025 11:12,Hubballi,185.105.14.147,Success,3798,63:18:00
LID032195,UID02313,03-05-2025 09:50,Shivamogga,140.163.112.172,Success,6603,110:03:00
LID032196,UID03429,16-05-2025 03:52,Kalaburagi,24.141.76.80,Failed,0,00:00
LID032197,UID00388,27-05-2025 00:40,Kalaburagi,159.10.226.121,Success,2022,33:42:00
LID032198,UID04673,30-05-2025 19:05,Bengaluru,20.209.46.7,Success,2202,36:42:00
LID032199,UID02741,23-05-2025 17:17,Davanagere,14.204.181.58,Failed,0,00:00
LID032200,UID03718,10-05-2025 20:49,Bengaluru,44.110.2.96,Success,7160,119:20:00
LID032201,UID04432,06-05-2025 19:35,Davanagere,130.62.73.174,Success,1736,28:56:00
LID032202,UID00393,31-05-2025 08:23,Kalaburagi,92.76.196.185,Success,5015,83:35:00
LID032203,UID03626,08-05-2025 15:48,Kalaburagi,124.179.11.132,Success,2930,48:50:00
LID032204,UID00539,24-05-2025 16:29,Mangaluru,79.26.95.165,Failed,0,00:00
LID032205,UID01393,12-05-2025 22:11,Davanagere,145.0.7.166,Success,5487,91:27:00
LID032206,UID04769,31-05-2025 21:57,Davanagere,183.196.166.124,Success,6520,108:40:00
LID032207,UID00328,18-05-2025 21:12,Mangaluru,103.162.45.165,Success,1335,22:15
LID032208,UID00381,10-05-2025 02:59,Bengaluru,110.225.104.126,Success,2796,46:36:00
LID032209,UID00183,27-05-2025 02:12,Ballari,17.187.45.90,Success,294,04:54
LID032210,UID00710,24-05-2025 12:03,Kalaburagi,99.213.137.1,Success,3321,55:21:00
LID032211,UID02070,01-06-2025 23:25,Mysuru,114.200.80.75,Success,5407,90:07:00
LID032212,UID04458,19-05-2025 23:15,Belagavi,34.245.218.138,Success,308,05:08
LID032213,UID01641,15-05-2025 18:38,Mangaluru,201.58.220.74,Success,1027,17:07
LID032214,UID02331,20-05-2025 18:52,Mangaluru,14.98.134.171,Success,4477,74:37:00
LID032215,UID00650,11-05-2025 01:46,Bengaluru,102.78.253.242,Success,3495,58:15:00
LID032216,UID04423,12-05-2025 20:41,Belagavi,159.151.108.231,Success,2744,45:44:00
LID032217,UID00887,24-05-2025 19:37,Shivamogga,48.103.215.89,Success,6066,101:06:00
LID032218,UID00830,08-05-2025 09:50,Bengaluru,164.72.144.195,Success,2440,40:40:00
LID032219,UID03251,21-05-2025 13:53,Kalaburagi,210.73.98.159,Success,2184,36:24:00
LID032220,UID01496,27-05-2025 11:29,Hubballi,132.95.164.105,Failed,0,00:00
LID032221,UID03028,24-05-2025 12:30,Belagavi,42.219.195.127,Success,7007,116:47:00
LID032222,UID02090,26-05-2025 17:51,Mysuru,101.72.161.136,Success,4982,83:02:00
LID032223,UID00672,01-06-2025 14:52,Hubballi,172.137.158.66,Success,6423,107:03:00
LID032224,UID02419,14-05-2025 05:24,Kalaburagi,102.232.106.219,Success,1519,25:19:00
LID032225,UID01530,21-05-2025 23:53,Ballari,152.159.112.100,Failed,0,00:00
LID032226,UID00927,17-05-2025 07:57,Davanagere,50.77.2.178,Success,1177,19:37
LID032227,UID04310,15-05-2025 19:06,Belagavi,32.78.36.158,Success,4648,77:28:00
LID032228,UID01648,17-05-2025 22:22,Kalaburagi,92.164.130.43,Success,5339,88:59:00
LID032229,UID04121,25-05-2025 06:11,Kalaburagi,175.82.63.16,Failed,0,00:00
LID032230,UID00743,25-05-2025 13:53,Ballari,162.56.53.121,Success,1019,16:59
LID032231,UID02280,04-05-2025 20:54,Shivamogga,83.172.104.169,Success,7046,117:26:00
LID032232,UID03246,31-05-2025 08:23,Kalaburagi,144.241.107.167,Success,3864,64:24:00
LID032233,UID04948,06-05-2025 12:06,Hubballi,186.16.119.114,Success,5837,97:17:00
LID032234,UID00855,09-05-2025 12:20,Davanagere,138.65.67.24,Success,6968,116:08:00
LID032235,UID03973,22-05-2025 20:49,Hubballi,35.56.111.156,Success,2960,49:20:00
LID032236,UID00075,30-05-2025 08:15,Davanagere,134.29.248.173,Success,5710,95:10:00
LID032237,UID04887,04-05-2025 04:39,Hubballi,192.240.1.236,Success,3116,51:56:00
LID032238,UID02361,26-05-2025 06:00,Shivamogga,104.119.180.3,Success,3337,55:37:00
LID032239,UID00316,13-05-2025 22:10,Mysuru,80.32.82.172,Success,2519,41:59:00
LID032240,UID00042,24-05-2025 01:18,Tumakuru,63.192.161.255,Success,3096,51:36:00
LID032241,UID03471,28-05-2025 19:53,Mangaluru,25.109.171.219,Failed,0,00:00
LID032242,UID02208,24-05-2025 18:07,Shivamogga,26.0.171.178,Failed,0,00:00
LID032243,UID03695,07-05-2025 11:10,Tumakuru,1.75.96.152,Failed,0,00:00
LID032244,UID00965,01-06-2025 02:42,Belagavi,7.123.211.17,Failed,0,00:00
LID032245,UID04944,12-05-2025 12:55,Mysuru,97.191.198.143,Success,4080,68:00:00
LID032246,UID03665,07-05-2025 02:13,Davanagere,213.4.46.22,Success,6917,115:17:00
LID032247,UID03408,01-06-2025 13:33,Bengaluru,2.240.71.60,Failed,0,00:00
LID032248,UID01707,28-05-2025 00:39,Tumakuru,81.152.175.184,Failed,0,00:00
LID032249,UID03496,08-05-2025 15:43,Mysuru,45.11.22.199,Success,6316,105:16:00
LID032250,UID03497,25-05-2025 11:55,Mysuru,201.196.128.44,Failed,0,00:00
LID032251,UID02052,03-05-2025 12:43,Tumakuru,11.181.215.201,Success,2228,37:08:00
LID032252,UID00678,11-05-2025 06:44,Shivamogga,153.36.234.181,Success,6661,111:01:00
LID032253,UID01652,27-05-2025 09:47,Davanagere,49.4.124.200,Failed,0,00:00
LID032254,UID01100,31-05-2025 13:33,Tumakuru,119.223.2.124,Success,5587,93:07:00
LID032255,UID00448,17-05-2025 00:39,Belagavi,114.116.118.132,Failed,0,00:00
LID032256,UID00805,27-05-2025 11:51,Belagavi,161.145.5.220,Success,4300,71:40:00
LID032257,UID00172,15-05-2025 18:56,Mysuru,211.223.114.94,Success,4221,70:21:00
LID032258,UID01703,27-05-2025 03:18,Davanagere,106.100.186.26,Success,1793,29:53:00
LID032259,UID03488,29-05-2025 21:47,Mysuru,116.210.223.199,Failed,0,00:00
LID032260,UID04229,28-05-2025 06:40,Mysuru,198.245.159.195,Success,3779,62:59:00
LID032261,UID02351,29-05-2025 00:18,Davanagere,109.92.1.71,Success,4067,67:47:00
LID032262,UID01787,13-05-2025 10:49,Bengaluru,23.239.120.239,Success,3405,56:45:00
LID032263,UID01795,28-05-2025 23:24,Ballari,134.205.245.26,Success,2855,47:35:00
LID032264,UID01600,17-05-2025 18:49,Belagavi,153.162.25.111,Success,2643,44:03:00
LID032265,UID04086,11-05-2025 20:21,Shivamogga,116.184.239.6,Failed,0,00:00
LID032266,UID02138,03-05-2025 18:30,Bengaluru,138.25.114.206,Success,720,12:00
LID032267,UID03050,06-05-2025 23:27,Bengaluru,58.189.22.216,Success,2027,33:47:00
LID032268,UID04890,23-05-2025 21:52,Belagavi,195.205.166.169,Success,6124,102:04:00
LID032269,UID01559,08-05-2025 05:44,Hubballi,145.173.209.191,Success,5505,91:45:00
LID032270,UID02285,10-05-2025 14:03,Mysuru,154.164.157.87,Success,2479,41:19:00
LID032271,UID04762,09-05-2025 10:22,Kalaburagi,40.117.236.104,Success,1770,29:30:00
LID032272,UID04016,12-05-2025 01:58,Davanagere,98.13.199.106,Failed,0,00:00
LID032273,UID02307,14-05-2025 07:11,Kalaburagi,93.136.26.239,Failed,0,00:00
LID032274,UID04599,08-05-2025 14:19,Shivamogga,210.123.153.25,Success,6330,105:30:00
LID032275,UID03642,18-05-2025 18:51,Hubballi,214.163.217.63,Success,3809,63:29:00
LID032276,UID04814,20-05-2025 03:42,Tumakuru,178.67.71.163,Success,2981,49:41:00
LID032277,UID00819,17-05-2025 03:12,Belagavi,200.115.253.180,Success,1211,20:11
LID032278,UID00826,29-05-2025 22:19,Mangaluru,66.95.28.79,Failed,0,00:00
LID032279,UID03172,21-05-2025 04:11,Shivamogga,146.3.80.16,Success,2799,46:39:00
LID032280,UID00611,03-05-2025 21:55,Shivamogga,40.87.216.90,Failed,0,00:00
LID032281,UID03367,27-05-2025 08:14,Bengaluru,132.67.156.85,Failed,0,00:00
LID032282,UID04924,16-05-2025 22:31,Hubballi,71.70.34.222,Failed,0,00:00
LID032283,UID03181,30-05-2025 05:25,Hubballi,131.178.31.9,Success,1564,26:04:00
LID032284,UID00405,20-05-2025 05:12,Belagavi,47.73.8.99,Success,541,09:01
LID032285,UID00065,27-05-2025 15:56,Mangaluru,65.251.112.21,Success,6717,111:57:00
LID032286,UID04351,04-05-2025 04:16,Tumakuru,55.94.62.46,Success,765,12:45
LID032287,UID04359,12-05-2025 02:38,Tumakuru,173.49.93.238,Failed,0,00:00
LID032288,UID03845,23-05-2025 04:30,Ballari,56.251.162.206,Success,3595,59:55:00
LID032289,UID04859,06-05-2025 00:41,Bengaluru,43.105.214.80,Success,3142,52:22:00
LID032290,UID00055,23-05-2025 03:03,Hubballi,11.180.6.70,Success,154,02:34
LID032291,UID04646,15-05-2025 09:32,Tumakuru,55.238.16.208,Failed,0,00:00
LID032292,UID02768,28-05-2025 20:52,Mangaluru,221.218.207.57,Failed,0,00:00
LID032293,UID04718,02-06-2025 05:47,Kalaburagi,32.1.159.168,Success,3121,52:01:00
LID032294,UID00304,31-05-2025 04:27,Tumakuru,57.164.130.56,Success,1171,19:31
LID032295,UID01932,26-05-2025 07:01,Davanagere,35.80.172.21,Success,1585,26:25:00
LID032296,UID01477,13-05-2025 01:48,Davanagere,28.213.48.98,Success,6501,108:21:00
LID032297,UID01344,18-05-2025 00:18,Mangaluru,191.131.250.238,Success,2100,35:00:00
LID032298,UID02163,28-05-2025 05:51,Mysuru,135.72.112.165,Success,824,13:44
LID032299,UID04532,14-05-2025 09:10,Hubballi,198.131.194.237,Success,6060,101:00:00
LID032300,UID02161,03-05-2025 16:04,Shivamogga,29.239.135.85,Success,2758,45:58:00
LID032301,UID00193,11-05-2025 04:22,Davanagere,197.156.3.46,Success,4427,73:47:00
LID032302,UID02511,31-05-2025 00:48,Hubballi,67.135.85.64,Success,5786,96:26:00
LID032303,UID00382,19-05-2025 09:25,Shivamogga,221.82.91.49,Success,1563,26:03:00
LID032304,UID04504,29-05-2025 08:31,Bengaluru,100.46.214.49,Success,6672,111:12:00
LID032305,UID01069,27-05-2025 14:54,Ballari,159.166.229.150,Success,1718,28:38:00
LID032306,UID02955,21-05-2025 23:35,Bengaluru,38.202.108.119,Success,2404,40:04:00
LID032307,UID00163,24-05-2025 11:53,Bengaluru,91.255.6.35,Success,1870,31:10:00
LID032308,UID00203,15-05-2025 12:31,Davanagere,151.213.141.66,Success,512,08:32
LID032309,UID02380,15-05-2025 09:18,Bengaluru,30.37.139.193,Success,6628,110:28:00
LID032310,UID04882,04-05-2025 22:33,Kalaburagi,133.75.114.21,Success,1108,18:28
LID032311,UID02733,18-05-2025 20:22,Davanagere,89.130.144.201,Success,2076,34:36:00
LID032312,UID02173,07-05-2025 15:33,Belagavi,218.184.16.137,Success,6773,112:53:00
LID032313,UID02660,10-05-2025 06:18,Hubballi,198.231.109.111,Failed,0,00:00
LID032314,UID00376,06-05-2025 07:15,Kalaburagi,46.78.9.60,Success,5619,93:39:00
